gene_name	chr	bp
ST20	15	79915256
ST20-AS1	15	79922771
ST20-MTHFS	15	79923744
BCL2A1	15	79971182
ZFAND6	15	80059996
FAH	15	80152960
CTXND1	15	80244033
LINC00927	15	80341795
ARNT2-DT	15	80404036
ARNT2	15	80441231
MIR5572	15	80581103
RNU6-380P	15	80663772
ABHD17C	15	80695310
CEMIP	15	80779376
MIR549A	15	80842073
MESD	15	80989808
MIR4514	15	80997473
TLNRD1	15	81000923
CFAP161	15	81099408
ANP32BP3	15	81118340
IL16	15	81198177
STARD5	15	81324155
TMC3-AS1	15	81324538
TMC3	15	81374184
LINC01418	15	81871056
MEX3B	15	82046068
LINC01583	15	82088613
RNU1-77P	15	82174385
EFL1	15	82262603
SAXO2	15	82262826
ADAMTS7P1	15	82298553
GOLGA6L10	15	82349456
UBE2Q2P2	15	82391844
GOLGA6L9-AS1	15	82418651
GOLGA6L9	15	82430018
UBE2Q2P6	15	82445719
CSPG4P10	15	82459472
GOLGA2P10	15	82477926
GOLGA6L17P	15	82519654
DNM1P38	15	82534139
RPS17	15	82540456
CPEB1	15	82640792
CPEB1-AS1	15	82648105
AP3B2	15	82709030
ACTG1P17	15	82727425
SNHG21	15	82750562
SCARNA15	15	82755945
FSD2	15	82806070
WHAMM	15	82809629
HOMER2	15	82952719
RAMAC	15	82986212
C15orf40	15	83011599
FABP5P8	15	83044368
BTBD1	15	83067241
MIR4515	15	83067335
TM6SF1	15	83107657
HDGFL3	15	83207532
BNC1	15	83284060
SH3GL3	15	83447378
ADAMTSL3	15	83674208
RNU6-401P	15	83717427
TUBAP4	15	83739784
RNU6-1339P	15	83824953
EFL1P1	15	84080168
DNM1P41	15	84169896
UBE2Q2P16	15	84172973
CSPG4P11	15	84186752
GOLGA2P7	15	84205319
RN7SL331P	15	84205700
GOLGA6L4	15	84237752
UBE2Q2P8	15	84255913
RN7SL417P	15	84394072
DNM1P51	15	84401731
CSPG4P5	15	84408005
UBE2Q2P11	15	84421837
UBE2Q2P12	15	84500599
GOLGA6L5P	15	84516785
LINC00933	15	84570924
UBE2Q2P1	15	84571001
ZSCAN2	15	84601021
SCAND2P	15	84631963
ZSCAN2-AS1	15	84632818
EGLN1P1	15	84633874
WDR73	15	84654272
NMB	15	84658381
SEC11A	15	84716110
ZNF592	15	84748888
ALPK3	15	84817356
SLC28A1	15	84884658
RNU6-339P	15	84938522
RNU6-796P	15	84939723
PDE8A	15	84981934
NIFKP8	15	85182083
CSPG4P12	15	85191438
RN7SL428P	15	85210299
GOLGA6L3P	15	85240472
ADAMTS7P4	15	85270892
MIR7706	15	85380596
RNU7-79P	15	85389884
FABP5P9	15	85415228
AKAP13	15	85635097
RNU6-1280P	15	85651628
AKAP13-AS1	15	85670948
LINC02883	15	85752901
MIR1276	15	85770578
KLHL25	15	85786607
RNU6-231P	15	85821855
MIR548AP	15	85825635
LINC01584	15	86116717
RNA5SP400	15	86138379
AGBL1	15	86262625
AGBL1-AS1	15	86316963
RNU6-185P	15	87474289
LINC00052	15	87576928
MED28P6	15	88144165
NTRK3-AS1	15	88252707
NTRK3	15	88256332
MRPL46	15	88467388
MRPS11	15	88467701
DET1	15	88546637
LINC01586	15	88604970
MIR1179	15	88608107
MIR7-2	15	88611825
MIR3529	15	88611924
AEN	15	88621381
ISG20	15	88638919
ACAN	15	88803616
HAPLN3	15	88895530
MFGE8	15	88913370
KRT18P47	15	88960070
CARMAL	15	89041020
ABHD2	15	89104304
RNU7-195P	15	89120779
HMGB1P8	15	89136495
RLBP1	15	89221609
FANCI	15	89243993
POLG	15	89326705
MIR6766	15	89326810
POLGARF	15	89333809
POLG-DT	15	89335043
MIR9-3	15	89368017
MIR9-3HG	15	89377938
RHCG	15	89496582
LINC00928	15	89524034
TICRR	15	89575550
KIF7	15	89655458
PLIN1	15	89679391
RPL36AP43	15	89688243
PEX11A	15	89690754
WDR93	15	89690830
RNU6-132P	15	89714232
MESP1	15	89751193
MRPL15P1	15	89752296
MESP2	15	89760601
ANPEP	15	89806629
MIR5094	15	89850721
MIR5009	15	89884030
RNU6-1111P	15	89886591
AP3S2	15	89893978
RNU7-111P	15	89897576
ARPIN-AP3S2	15	89908406
ARPIN	15	89912811
ZNF710	15	90002234
MIR3174	15	90006755
ZNF710-AS1	15	90079425
IDH2	15	90102471
IDH2-DT	15	90102614
RN7SL346P	15	90166233
SEMA4B	15	90201347
RPS12P26	15	90206572
CIB1	15	90233931
GDPGP1	15	90234209
TTLL13	15	90249669
NGRN	15	90265672
PERPP2	15	90275129
GOLGA2P8	15	90291962
RN7SL736P	15	90293939
GABARAPL3	15	90349197
ZNF774	15	90352316
NDUFA3P4	15	90385814
IQGAP1	15	90467482
CRTC3	15	90535074
HSPE1P3	15	90634725
LINC01585	15	90660225
CRTC3-AS1	15	90717153
BLM	15	90717385
RN7SL363P	15	90856207
FURIN	15	90872897
FES	15	90884475
MAN2A2	15	90906850
HDDC3	15	90932550
UNC45A	15	90935293
RCCD1-AS1	15	90955225
RCCD1	15	90955330
PRC1-AS1	15	90974801
PRC1	15	90994509
VPS33B-DT	15	90994858
VPS33B	15	91022573
SV2B	15	91100902
THRAP3P2	15	91743955
SLCO3A1	15	91941318
DUXAP6	15	92281484
NPM1P5	15	92285841
ST8SIA2	15	92394041
ENO1P2	15	92420860
C15orf32	15	92484334
LINC00930	15	92574517
FAM174B	15	92656203
HMGN1P38	15	92711808
RPL31P6	15	92719393
H2AZ2P1	15	92734195
FTLP20	15	92762757
ASB9P1	15	92795647
CHASERR	15	92882719
MIR3175	15	92904399
CHD2	15	92941298
YBX2P2	15	93066606
RGMA	15	93073671
SEPHS1P2	15	93431217
LINC02207	15	93863038
LINC01579	15	93900599
LINC01581	15	94099350
H3P40	15	94168349
MCTP2	15	94231722
LINC02852	15	94587136
LETR1	15	95326917
LINC00924	15	95368386
RNU2-3P	15	95745804
LINC02157	15	96235859
NR2F2-AS1	15	96327021
NR2F2	15	96331618
MIR1469	15	96333261
SCDAL	15	96341574
TUBAP12	15	96389056
PGAM1P12	15	96442313
RN7SKP254	15	96486582
FAM149B1P1	15	96756987
SPATA8-AS1	15	96783331
SPATA8	15	96783411
RN7SKP181	15	96842069
LINC02253	15	97234288
RN7SL677P	15	97353497
RNA5SP401	15	97472252
LINC00923	15	97522071
ARRDC4	15	97960715
LINC02251	15	98003078
RNU6-1186P	15	98074763
LINC01582	15	98088809
LINC02351	15	98420998
FAM169BP	15	98514382
IRAIN	15	98647457
MIR4714	15	98784426
IGF1R	15	98890441
PGPEP1L	15	99005567
LUNAR1	15	99014724
SYNM	15	99101648
SYNM-AS1	15	99105824
SYNM-AS2	15	99131806
TTC23-AS1	15	99139317
TTC23	15	99249562
LRRC28	15	99251505
HSP90B2P	15	99257632
HNRNPA1P62	15	99285576
LINC02244	15	99402686
LINC03080	15	99435408
RPL7P5	15	99552117
MEF2A	15	99566002
LYSMD4	15	99733391
RN7SL484P	15	99791209
DNM1P46	15	99801179
RNA5SP402	15	100074190
ADAMTS17	15	100341159
SPATA41	15	100350020
CERS3-AS1	15	100372939
CERS3	15	100544279
RNU6-322P	15	100551922
PRKXP1	15	100558954
RNU6-181P	15	100560792
LINS1	15	100602157
ASB7	15	100602608
GCAWKR	15	100849765
ALDH1A3	15	100879830
ALDH1A3-AS1	15	100919295
LRRK1	15	100973156
LRRK1-AS1	15	101086158
CHSY1	15	101235147
SELENOS	15	101277451
SNRPA1	15	101295217
SNRPA1-DT	15	101295388
PCSK6-AS1	15	101334463
PCSK6	15	101382124
SNRPCP18	15	101562536
LINC02348	15	101614457
RNU6-807P	15	101648312
TM2D3	15	101652297
TARS3	15	101724445
UBE2Q2P13	15	101746020
DNM1P47	15	101751553
RN7SL209P	15	101773513
GOLGA8VP	15	101781989
OR4F6	15	101803509
OR4F15	15	101812202
OR4F14P	15	101828741
OR4F13P	15	101845382
OR4F28P	15	101875964
WBP1LP5	15	101887767
OR4F4	15	101923113
OR4G2P	15	101927707
OR4G6P	15	101938470
FAM138E	15	101953471
MIR1302-10	15	101960596
WASH3P	15	101966075
MIR6859-3	15	101973524
DDX11L9	15	101978791
DDX11L10	16	11861
MIR6859-4	16	17119
WASH4P	16	18068
WASIR2	16	22847
IL9RP3	16	38321
POLR3K	16	53608
SNRNP25	16	53899
RHBDF1	16	72621
MPG	16	78225
NPRL3	16	138651
HBZ	16	147686
HBZP1	16	163122
HBM	16	164482
HBAP1	16	168679
HBA2	16	172892
HBA1	16	176701
HBQ1	16	180459
LUC7L	16	229398
C4orf46P1	16	231134
FAM234A	16	234837
RGS11	16	275927
ARHGDIG	16	280595
PDIA2	16	283172
AXIN1	16	352678
MRPL28	16	370452
PGAP6	16	381975
NME4	16	397204
DECR2	16	401913
RAB11FIP3	16	425647
LINC00235	16	527407
CAPN15	16	528967
MIR5587	16	535316
MIR3176	16	543277
PRR35	16	560407
NHLRC4	16	567005
PIGQ	16	571403
RAB40C	16	590077
WFIKKN1	16	630112
METTL26	16	636342
MCRIP2	16	641885
WDR90	16	656433
RHOT2	16	668179
RHBDL1	16	675710
STUB1-DT	16	679818
STUB1	16	680421
JMJD8	16	684334
WDR24	16	690322
FBXL16	16	700827
METRN	16	715338
ANTKMT	16	721145
CCDC78	16	726449
HAGHL	16	727265
CIAO3	16	740934
MSLN	16	761078
MIR662	16	770183
MSLNL	16	780377
RPUSD1	16	788335
CHTF18	16	788652
GNG13	16	800623
LMF1-AS1	16	921053
LMF1	16	967494
CEROX1	16	981322
SOX8	16	981762
SSTR5	16	1072751
SSTR5-AS1	16	1073645
C1QTNF8	16	1096711
CACNA1H	16	1153192
LNCPTCTS	16	1160176
TPSG1	16	1225278
TPSB2	16	1230166
TPSAB1	16	1240703
TPSD1	16	1256064
PRSS29P	16	1263212
TPSP2	16	1289072
UBE2I-AS1	16	1299635
UBE2I	16	1309656
RPS20P2	16	1329078
BAIAP3	16	1338367
TSR3	16	1351853
GNPTG	16	1351955
UNKL	16	1405265
UNKL-AS1	16	1408373
UQCC4	16	1420751
PERCC1	16	1431078
CCDC154	16	1437903
CLCN7	16	1475026
RPS3AP2	16	1477830
PTX4	16	1488944
TELO2	16	1493563
TMEM204	16	1533666
IFT140	16	1610674
CRAMP1	16	1614412
JPT2	16	1678290
MAPK8IP3-AS1	16	1714208
MIR3177	16	1734985
MAPK8IP3	16	1747068
NME3	16	1771540
MRPS34	16	1773147
EME2	16	1775077
SPSB3	16	1782537
NUBP2	16	1782996
IGFALS	16	1793732
HAGH	16	1826816
FAHD1	16	1827086
MEIOB	16	1872154
LINC02124	16	1879551
LINC00254	16	1884232
HS3ST6	16	1918415
MSRB1	16	1943159
RPL3L	16	1954690
NDUFB10	16	1959543
SNORA10	16	1962466
SNORA64	16	1963106
RPS2	16	1964805
SNHG9	16	1964947
SNORA78	16	1965184
RNF151	16	1966856
TBL3	16	1972086
NOXO1	16	1982512
GFER	16	1984258
SYNGR3	16	1990073
ZNF598	16	2006054
RN7SL219P	16	2013181
NPW	16	2014855
NHERF2	16	2026915
NTHL1	16	2047814
TSC2	16	2048741
MIR1225	16	2090284
PKD1-AS1	16	2091487
PKD1	16	2105398
MIR6511B1	16	2106753
MIR4516	16	2133119
MIR3180-5	16	2136129
RAB26	16	2148632
SNORD60	16	2155105
SNHG19	16	2155427
TRAF7	16	2155800
CASKIN1	16	2189496
MLST8	16	2205484
BRICD5	16	2210848
PGP	16	2214369
E4F1	16	2223594
DNASE1L2	16	2236468
ECI1-AS1	16	2240487
ECI1	16	2251582
RNPS1	16	2267831
MIR3677HG	16	2268483
MIR3677	16	2270713
MIR940	16	2271747
MIR4717	16	2274620
ABCA3	16	2340597
ABCA17P	16	2340922
CCNF	16	2429449
MIR6767	16	2445392
TEDC2	16	2460126
MIR6768	16	2463967
TEDC2-AS1	16	2468213
NTN3	16	2471297
TBC1D24	16	2482787
ATP6V0C	16	2513976
AMDHD2	16	2520402
CEMP1	16	2531412
MIR3178	16	2532005
PDPK1	16	2538034
PDPK2P	16	2642432
ERVK13-1	16	2673427
KCTD5	16	2682528
PRSS27	16	2720224
SRRM2-AS1	16	2752561
SRRM2	16	2760033
ELOB	16	2777272
PRSS33	16	2787501
SNORA3C	16	2796532
PRSS41	16	2798470
PRSS21	16	2817291
EIF1P4	16	2822993
ZG16B	16	2830303
PRSS30P	16	2842689
PRSS22	16	2858028
FLYWCH2	16	2883242
FLYWCH1	16	2911999
RPL23AP86	16	2923202
FLYWCH1-AS1	16	2955211
KREMEN2	16	2964245
PAQR4	16	2969344
PKMYT1	16	2980418
GREP1	16	2990651
CLDN9	16	3012923
CLDN6	16	3018183
TNFRSF12A	16	3020369
THOC6	16	3024041
HCFC1R1	16	3024254
BICDL2	16	3036936
MMP25	16	3046561
MMP25-AS1	16	3056232
IL32	16	3065610
RNU1-125P	16	3069523
RNU1-22P	16	3086143
ZSCAN10	16	3099265
ZNF205	16	3112579
ZNF213-AS1	16	3134849
ZNF213	16	3135135
CASP16P	16	3144015
OR1F1	16	3188212
OR1F2P	16	3215611
ZNF200	16	3235162
MEFV	16	3256607
LINC00921	16	3263800
ZNF263	16	3283449
TIGD7	16	3305431
ZNF75A	16	3305514
RPL7L1P19	16	3323925
OR2C1	16	3355889
MTCO1P28	16	3369246
MTND1P8	16	3370906
ZSCAN32	16	3400998
ZNF174	16	3401244
ZNF597	16	3443504
NAA60	16	3450259
MIR6126	16	3485469
C16orf90	16	3495484
CLUAP1	16	3501014
NLRC3	16	3577383
SLX4	16	3611579
DNASE1	16	3654860
TRAP1	16	3691133
CREBBP	16	3776459
DPPA3P6	16	3840528
LINC02861	16	3950515
ADCY9	16	4114026
SRL	16	4242078
LINC01569	16	4253794
TFAP4	16	4272894
GLIS2	16	4316043
GLIS2-AS1	16	4328335
PAM16	16	4351298
VASN	16	4371848
CORO7	16	4415933
CORO7-PAM16	16	4416587
DNAJA3	16	4425874
NMRAL1	16	4474617
HMOX2	16	4476404
CDIP1	16	4538467
C16orf96	16	4556340
SUB1P3	16	4563128
UBALD1	16	4614875
MGRN1	16	4624868
RN7SL850P	16	4633881
MIR6769A	16	4671318
NUDT16L1	16	4693707
ANKS3	16	4734219
DNAAF8	16	4734507
ZNF500	16	4766677
SEPTIN12	16	4788346
SMIM22	16	4795390
ROGDI	16	4802636
GLYR1	16	4847277
UBN1	16	4852215
PPL	16	4937145
SEC14L5	16	4958324
NAGPA	16	5033780
C16orf89	16	5065939
ALG1	16	5071829
EEF2KMT	16	5097775
ENPP7P14	16	5148685
VPS51P1	16	5207088
LINC02164	16	5220843
RPS3AP48	16	5270174
SNRPCP20	16	5289409
NPM1P3	16	5365797
LINC01570	16	5616254
MIR8065	16	5632467
RNU7-99P	16	6748908
RNU6-457P	16	6873899
RNU6-328P	16	7004112
RBFOX1	16	7303282
LINC02152	16	8298492
TMEM114	16	8589838
METTL22	16	8621740
RN7SL743P	16	8683254
RNU7-63P	16	8705517
ABAT	16	8712979
TMEM186	16	8797642
PMM2	16	8797847
CARHSP1	16	8868401
CARHSP1-DT	16	8869167
LITAFD	16	8882413
USP7	16	8936701
USP7-AS1	16	8962607
HAPSTR1	16	9091785
RPL21P119	16	9156881
LINC01177	16	9444985
LINC01195	16	9455505
LINC02177	16	9478024
RNA5SP403	16	9564497
RNA5SP404	16	9600097
IMPDH1P11	16	10111382
GRIN2A	16	10180090
RN7SL493P	16	10222073
ATF7IP2	16	10386089
RNU6-633P	16	10496272
LINC01290	16	10528202
EMP2	16	10580275
TEKT5	16	10690119
MTCYBP33	16	10719762
MTND6P33	16	10719833
MTND5P33	16	10721464
MTND4P34	16	10723068
MTND4LP24	16	10723355
MTND3P13	16	10723766
MTCO3P24	16	10724617
MTATP6P24	16	10725296
NUBP1	16	10743842
TVP23A	16	10818613
CIITA	16	10877233
DEXI	16	10942295
CLEC16A	16	11024313
RPL7P46	16	11027024
HNRNPCP4	16	11242653
SOCS1	16	11256204
TNP2	16	11269429
PRM3	16	11273629
PRM2	16	11276480
PRM1	16	11281330
MIR548H2	16	11306527
RMI2	16	11312900
LITAF	16	11587268
SNN	16	11668747
TXNDC11	16	11742762
TXNDC11-AS1	16	11743004
ZC3H7A	16	11776520
BCAR4	16	11828843
RSL1D1	16	11851520
RSL1D1-DT	16	11851627
COX6CP1	16	11904137
GSPT1	16	11915915
NPIPB2	16	11943566
TNFRSF17	16	11965213
UBL5P4	16	11968743
SNX29	16	12019517
RPS23P6	16	12081237
MIR4718	16	12720321
CPPED1	16	12803854
RPL35AP34	16	12881170
SHISA9	16	12902318
TMF1P1	16	13458326
ERCC4	16	13920191
RPS26P52	16	13922679
LINC02185	16	14016027
LINC02186	16	14021077
MRTFB	16	14071344
TVP23CP2	16	14200357
MIR193BHG	16	14302392
MIR193B	16	14303967
MIR365A	16	14309285
LINC02130	16	14364768
LINC03107	16	14418872
RN7SL274P	16	14602094
PARN	16	14630250
BFAR	16	14632943
RNU7-125P	16	14643788
PLA2G10	16	14694292
NPIPA3	16	14708944
PLA2G10BP	16	14733347
NPIPA2	16	14745435
PLA2G10EP	16	14770075
ABCC6P2	16	14824726
NOMO1	16	14833798
MIR3179-1	16	14901508
MIR3670-1	16	14907717
MIR3180-1	16	14911220
PKD1P3	16	14911551
MIR6511A1	16	14925937
MIR6770-1	16	14930820
NPIPA1	16	14937428
PDXDC1	16	14975104
MIR1972-1	16	15010397
NTAN1	16	15055943
RRN3	16	15094262
NPIPP1	16	15123498
MIR6511B2	16	15134145
PKD1P6	16	15154564
MIR3180-4	16	15155002
PLA2G10GP	16	15358978
NPIPA5	16	15379670
MPV17L	16	15395919
BMERB1	16	15434587
MIR6506	16	15611095
MARF1	16	15643093
MIR484	16	15643294
NDE1	16	15650252
MYH11	16	15856994
RNU6-213P	16	15877266
CEP20	16	15888611
RPL15P20	16	15932294
ABCC1	16	15949594
RPL17P40	16	16095209
ABCC6	16	16223479
NOMO3	16	16245584
MIR3179-2	16	16300159
MIR3670-2	16	16306370
MIR3180-2	16	16309879
PKD1P1	16	16310341
MIR6511A2	16	16324588
MIR6770-2	16	16329305
NPIPA6	16	16333312
PKD1P2	16	16356224
MIR6511A3	16	16368876
NPIPA7	16	16372441
PLA2G10FP	16	16398594
SPRING1P3	16	16953468
TCERG1P2	16	17094927
XYLT1	16	17403501
RPL7P47	16	17932720
PLA2G10IP	16	18313294
NPIPA8	16	18332662
MIR6511A4	16	18344079
PKD1P4	16	18352476
NPIPA9	16	18372785
MIR6770-3	16	18379410
PKD1P5	16	18401940
MIR3180-3	16	18402271
MIR3670-3	16	18405762
MIR3179-3	16	18411977
MIR3670-4	16	18488365
MIR3179-4	16	18494576
NOMO2	16	18562097
ABCC6P1	16	18571227
RPS15A	16	18790272
ARL6IP1	16	18801548
SMG1	16	18896874
SMG1-DT	16	18926498
TMC7	16	18983996
RNU6-1340P	16	19012157
COQ7	16	19067661
COQ7-DT	16	19067822
ITPRIPL2	16	19113948
ITPRIPL2-AS1	16	19121629
SYT17	16	19169021
CLEC19A	16	19285779
LINC02858	16	19334011
TMC5	16	19417828
RNU4-46P	16	19498610
GDE1	16	19521843
CCP110	16	19523942
VPS35L	16	19555725
KNOP1	16	19718173
IQCK	16	19718315
IQCK-AS1	16	19766071
LARP7P2	16	19819628
GPRC5B	16	19884853
GPR139	16	20073828
SNRPEP3	16	20239247
GP2	16	20327470
UMOD	16	20352712
PDILT	16	20404646
ACSM5	16	20411276
ACSM2A	16	20451570
ACSM2B	16	20576285
ACSM5P1	16	20607107
ACSM1	16	20697680
THUMPD1	16	20741815
ACSM3	16	20764003
RNU6-944P	16	20784509
ERI2	16	20806469
REXO5	16	20806527
DCUN1D3	16	20900065
LYRM1	16	20900776
DNAH3	16	21150807
LDAF1	16	21158713
ZP2	16	21211566
ANKS4B	16	21233699
CRYM	16	21278359
ABCA15P	16	21315911
SNX29P1	16	21376648
NPIPB3	16	21425381
SMG1P3	16	21501886
MIR3680-1	16	21506135
SLC7A5P2	16	21520365
METTL9	16	21599592
RNU6-1005P	16	21642054
RNU6-196P	16	21642294
IGSF6	16	21652607
OTOA	16	21694696
RRN3P1	16	21820384
NPIPB4	16	21857658
SMG1P4	16	21916024
ABCA3P1	16	21938865
UQCRC2	16	21953361
PDZD9	16	22001110
MOSMO	16	22008209
VWA3A	16	22092541
SDR42E2	16	22162504
EEF2K	16	22206550
POLR3E	16	22297444
CDR2	16	22374854
CDR2-DT	16	22374873
MFSD13B	16	22382436
RRN3P3	16	22436763
SMG1P1	16	22437401
NPIPB5	16	22513534
OTOAP1	16	22568365
LINC02890	16	22613483
HS3ST2	16	22814329
USP31	16	23118280
SCNN1G	16	23182744
SCNN1B	16	23302325
RN7SKP23	16	23412380
COG7	16	23453170
CCNYL7	16	23500905
GGA2	16	23510436
SUB1P4	16	23537061
EARS2	16	23557054
UBFD1	16	23557752
NDUFAB1	16	23596297
PALB2-AS1	16	23605841
PALB2	16	23641288
DCTN5	16	23641493
PLK1	16	23678971
ERN2	16	23713221
CHP2	16	23754764
PRKCB	16	23836229
MIR1273H	16	24203116
LINC02194	16	24236104
CACNG3	16	24256310
RNU7-24P	16	24400117
RBBP6	16	24540547
LINC01567	16	24671062
TNRC6A	16	24791588
SLC5A11	16	24845989
ARHGAP17	16	24959981
LINC02175	16	25067014
SCML2P2	16	25069570
LCMT1-AS1	16	25111555
LCMT1	16	25111778
LCMT1-AS2	16	25148999
RN7SL557P	16	25185538
AQP8	16	25216947
ZKSCAN2	16	25257818
ZKSCAN2-DT	16	25258283
LINC02191	16	25433686
CYCSP39	16	25454647
HS3ST4	16	25789352
MIR548W	16	26025237
RNA5SP405	16	26028912
HMGN2P3	16	26032811
HSPE1P16	16	26063097
LINC02195	16	26595655
C16orf82	16	27066927
EEF1A1P38	16	27135179
LINC02129	16	27177313
KDM8	16	27203975
NSMCE1	16	27268739
NSMCE1-DT	16	27268872
IL4R	16	27313983
IL21R	16	27427261
IL21R-AS1	16	27453393
GTF3C1	16	27496019
KATNIP	16	27623529
RNU6-159P	16	27863251
RNU6-1241P	16	27998401
GSG1L	16	28063472
TPRKBP2	16	28111647
XPO6	16	28167660
RNY1P10	16	28183318
GAPDHP35	16	28240668
SBK1	16	28275885
NPIPB6	16	28360081
MIR6862-1	16	28391051
EIF3CL	16	28403830
CDC37P2	16	28413703
NPIPB7	16	28471039
CLN3	16	28492029
APOBR	16	28494641
IL27	16	28509442
NUPR1	16	28538974
SGF29	16	28553976
SULT1A2	16	28597068
SULT1A1	16	28610023
NPIPB8	16	28638065
CDC37P1	16	28701540
EIF3C	16	28711491
MIR6862-2	16	28724252
PLA2G10DP	16	28740781
NPIPB9	16	28751787
PLA2G10KP	16	28777534
ATXN2L	16	28825368
MIR4721	16	28844007
TUFM	16	28846337
SH2B1	16	28863781
ATP2A1	16	28879052
ATP2A1-AS1	16	28879942
RABEP2	16	28925396
CD19	16	28931971
NFATC2IP	16	28950990
MIR4517	16	28958583
NFATC2IP-AS1	16	28966436
SPNS1	16	28974801
LAT	16	28985123
NPIPB10P	16	29038655
PLA2G10CP	16	29107445
RRN3P2	16	29115689
SNX29P2	16	29355787
NPIPB11	16	29404029
SMG1P6	16	29447026
BOLA2-SMG1P6	16	29454351
BOLA2	16	29454359
SLX1B	16	29454562
SLX1B-SULT1A4	16	29455157
SULT1A4	16	29460560
PLA2G10HP	16	29478879
NPIPB12	16	29505816
SMG1P2	16	29594966
MIR3680-2	16	29599265
SLC7A5P1	16	29613640
CA5AP1	16	29636328
SPN	16	29663248
QPRT	16	29679137
RN7SKP127	16	29731404
C16orf54	16	29745779
ZG16	16	29778284
KIF22	16	29790752
MAZ	16	29807775
PRRT2	16	29812191
PAGR1	16	29816152
MVP-DT	16	29820366
MVP	16	29829590
CDIPT	16	29863204
CDIPTOSP	16	29863825
SEZ6L2	16	29899259
ASPHD1	16	29900492
KCTD13	16	29926205
KCTD13-DT	16	29926836
TMEM219	16	29962101
TAOK2	16	29977294
HIRIP3	16	29996057
INO80E	16	29996242
DOC2A	16	30012329
C16orf92	16	30023530
TLCD3B	16	30031271
ALDOA	16	30065767
PPP4C	16	30076006
TBX6	16	30091753
YPEL3	16	30096205
YPEL3-DT	16	30096714
GDPD3	16	30109947
MAPK3	16	30123179
CORO1A	16	30183621
CORO1A-AS1	16	30184563
BOLA2B	16	30193687
SLX1A	16	30193907
SLX1A-SULT1A3	16	30194446
SULT1A3	16	30199883
PLA2G10JP	16	30218220
NPIPB13	16	30247581
SMG1P5	16	30335054
CD2BP2	16	30355284
CD2BP2-DT	16	30355436
TBC1D10B	16	30368007
MYL11	16	30374035
SEPTIN1	16	30382577
ZNF48	16	30386866
ZNF771	16	30407597
SNORA80C	16	30419759
DCTPP1	16	30429824
SEPHS2	16	30445874
ITGAL	16	30476545
RNU7-61P	16	30483195
ITGAL-AS1	16	30499554
MIR4518	16	30503919
ZNF768	16	30526693
ZNF747	16	30534919
ZNF747-DT	16	30535069
RPL7L1P16	16	30538231
ZNF764	16	30558272
ZNF688	16	30571692
ZNF785	16	30585707
ZNF689	16	30610386
PRR14	16	30650963
FBRS	16	30661322
RNU6-416P	16	30675402
SRCAP	16	30698561
RNU6-1043P	16	30701435
SNORA30	16	30710537
TMEM265	16	30740642
PHKG2	16	30748435
CFAP119	16	30762070
RNF40	16	30762322
ZNF629	16	30787192
MIR4519	16	30875323
MIR762HG	16	30875779
MIR762	16	30893903
BCL7C	16	30894132
CTF1	16	30896626
CTF2P	16	30910208
FBXL19-AS1	16	30923279
FBXL19	16	30925112
ORAI3	16	30949102
SETD1A	16	30957868
HSD3B7	16	30985210
STX1B	16	31010517
STX4	16	31033571
ZNF668	16	31073249
ZNF646	16	31074423
PRSS53	16	31088943
VKORC1	16	31094902
BCKDK	16	31108406
KAT8	16	31117697
PRSS8	16	31135673
PRSS36	16	31150034
NDUFA3P6	16	31174573
FUS	16	31180150
PYCARD-AS1	16	31201871
PYCARD	16	31202758
TRIM72	16	31214119
PYDC1	16	31217135
ITGAM	16	31273738
ITGAX	16	31355188
ITGAD	16	31408638
COX6A2	16	31428348
ZNF843	16	31442915
ARMC5	16	31458838
TGFB1I1	16	31472162
SLC5A2	16	31483942
RUSF1	16	31508384
RUSF1-DT	16	31508454
AHSP	16	31527914
VN1R64P	16	31546805
LINC02190	16	31553596
VN1R65P	16	31554105
FRG2KP	16	31564783
YBX3P1	16	31569475
KRBOX5P1	16	31603531
VN1R66P	16	31648307
RBM22P12	16	31680847
CLUHP3	16	31703168
KRBOX5	16	31713269
VN1R67P	16	31802497
VN1R3	16	31808844
RBM22P13	16	31863633
ZNF267	16	31873832
IGHV1OR16-1	16	32034853
IGHV1OR16-3	16	32059084
IGHV3OR16-9	16	32066065
HERC2P4	16	32187070
ABHD17AP8	16	32199902
TP53TG3D	16	32253344
CHEK2P7	16	32363695
ACTR3BP3	16	32380049
PABPC1P13	16	32441159
ABCD1P3	16	32478250
FAM153DP	16	32602575
TP53TG3	16	32675866
ABHD17AP7	16	32729537
HERC2P5	16	32742353
IGHV2OR16-5	16	32847713
BCAP31P2	16	32869985
SLC6A10P	16	32885501
IGHV3OR16-15	16	32903442
IGHV3OR16-6	16	32915074
IGHV1OR16-2	16	32978461
IGHV3OR16-10	16	32995048
IGHV1OR16-4	16	33002333
IGHV3OR16-8	16	33009175
HERC2P8	16	33128086
ABHD17AP9	16	33140850
TP53TG3C	16	33194284
TP53TG3E	16	33304325
TP53TG3B	16	33360879
TP53TG3F	16	33459631
CHEK2P6	16	33570935
BMS1P8	16	33698504
ENPP7P13	16	33769421
IGHV3OR16-12	16	33802764
IGHV3OR16-13	16	33827214
IGHV3OR16-17	16	33845229
IGHV3OR16-11	16	33859352
ARHGAP23P1	16	33937024
IGHV3OR16-7	16	33938799
